Ref,Val,Package,PosX,PosY,Rot,Side
"D181","SK9822","SK9822_2020",52.000000,-37.000000,-90.000000,top
"D182","SK9822","SK9822_2020",55.000000,-37.000000,-90.000000,top
"D183","SK9822","SK9822_2020",58.000000,-37.000000,-90.000000,top
"D184","SK9822","SK9822_2020",61.000000,-37.000000,-90.000000,top
"D185","SK9822","SK9822_2020",64.000000,-37.000000,-90.000000,top
"D186","SK9822","SK9822_2020",67.000000,-37.000000,-90.000000,top
"D187","SK9822","SK9822_2020",70.000000,-37.000000,-90.000000,top
"D188","SK9822","SK9822_2020",73.000000,-37.000000,-90.000000,top
"D189","SK9822","SK9822_2020",76.000000,-37.000000,-90.000000,top
"D190","SK9822","SK9822_2020",79.000000,-37.000000,-90.000000,top
"D191","SK9822","SK9822_2020",82.000000,-37.000000,-90.000000,top
"D192","SK9822","SK9822_2020",85.000000,-37.000000,-90.000000,top
"D193","SK9822","SK9822_2020",88.000000,-37.000000,-90.000000,top
"D194","SK9822","SK9822_2020",91.000000,-37.000000,-90.000000,top
"D195","SK9822","SK9822_2020",94.000000,-37.000000,-90.000000,top
"D196","SK9822","SK9822_2020",97.000000,-37.000000,-90.000000,top
"D197","SK9822","SK9822_2020",100.000000,-37.000000,-90.000000,top
"D198","SK9822","SK9822_2020",103.000000,-37.000000,-90.000000,top
"D199","SK9822","SK9822_2020",106.000000,-37.000000,-90.000000,top
"D200","SK9822","SK9822_2020",109.000000,-37.000000,-90.000000,top
"D201","SK9822","SK9822_2020",37.000000,-40.000000,-90.000000,top
"D202","SK9822","SK9822_2020",40.000000,-40.000000,-90.000000,top
"D203","SK9822","SK9822_2020",43.000000,-40.000000,-90.000000,top
"D204","SK9822","SK9822_2020",46.000000,-40.000000,-90.000000,top
"D205","SK9822","SK9822_2020",49.000000,-40.000000,-90.000000,top
"D206","SK9822","SK9822_2020",52.000000,-40.000000,-90.000000,top
"D207","SK9822","SK9822_2020",55.000000,-40.000000,-90.000000,top
"D208","SK9822","SK9822_2020",58.000000,-40.000000,-90.000000,top
"D209","SK9822","SK9822_2020",61.000000,-40.000000,-90.000000,top
"D210","SK9822","SK9822_2020",64.000000,-40.000000,-90.000000,top
"D211","SK9822","SK9822_2020",67.000000,-40.000000,-90.000000,top
"D212","SK9822","SK9822_2020",70.000000,-40.000000,-90.000000,top
"D213","SK9822","SK9822_2020",73.000000,-40.000000,-90.000000,top
"D214","SK9822","SK9822_2020",76.000000,-40.000000,-90.000000,top
"D215","SK9822","SK9822_2020",79.000000,-40.000000,-90.000000,top
"D216","SK9822","SK9822_2020",82.000000,-40.000000,-90.000000,top
"D217","SK9822","SK9822_2020",85.000000,-40.000000,-90.000000,top
"D218","SK9822","SK9822_2020",88.000000,-40.000000,-90.000000,top
"D219","SK9822","SK9822_2020",91.000000,-40.000000,-90.000000,top
"D220","SK9822","SK9822_2020",94.000000,-40.000000,-90.000000,top
"D221","SK9822","SK9822_2020",97.000000,-40.000000,-90.000000,top
"D222","SK9822","SK9822_2020",100.000000,-40.000000,-90.000000,top
"D223","SK9822","SK9822_2020",103.000000,-40.000000,-90.000000,top
"D224","SK9822","SK9822_2020",106.000000,-40.000000,-90.000000,top
"D225","SK9822","SK9822_2020",109.000000,-40.000000,-90.000000,top
"D226","SK9822","SK9822_2020",37.000000,-43.000000,-90.000000,top
"D227","SK9822","SK9822_2020",40.000000,-43.000000,-90.000000,top
"D228","SK9822","SK9822_2020",43.000000,-43.000000,-90.000000,top
"D229","SK9822","SK9822_2020",46.000000,-43.000000,-90.000000,top
"D230","SK9822","SK9822_2020",49.000000,-43.000000,-90.000000,top
"D231","SK9822","SK9822_2020",52.000000,-43.000000,-90.000000,top
"D232","SK9822","SK9822_2020",55.000000,-43.000000,-90.000000,top
"D233","SK9822","SK9822_2020",58.000000,-43.000000,-90.000000,top
"D234","SK9822","SK9822_2020",61.000000,-43.000000,-90.000000,top
"D235","SK9822","SK9822_2020",64.000000,-43.000000,-90.000000,top
"D236","SK9822","SK9822_2020",67.000000,-43.000000,-90.000000,top
"D237","SK9822","SK9822_2020",70.000000,-43.000000,-90.000000,top
"D238","SK9822","SK9822_2020",73.000000,-43.000000,-90.000000,top
"D239","SK9822","SK9822_2020",76.000000,-43.000000,-90.000000,top
"D240","SK9822","SK9822_2020",79.000000,-43.000000,-90.000000,top
"D241","SK9822","SK9822_2020",82.000000,-43.000000,-90.000000,top
"D242","SK9822","SK9822_2020",85.000000,-43.000000,-90.000000,top
"D243","SK9822","SK9822_2020",88.000000,-43.000000,-90.000000,top
"D244","SK9822","SK9822_2020",91.000000,-43.000000,-90.000000,top
"D245","SK9822","SK9822_2020",94.000000,-43.000000,-90.000000,top
"D246","SK9822","SK9822_2020",97.000000,-43.000000,-90.000000,top
"D247","SK9822","SK9822_2020",100.000000,-43.000000,-90.000000,top
"D248","SK9822","SK9822_2020",103.000000,-43.000000,-90.000000,top
"D249","SK9822","SK9822_2020",106.000000,-43.000000,-90.000000,top
"D250","SK9822","SK9822_2020",109.000000,-43.000000,-90.000000,top
"D251","SK9822","SK9822_2020",37.000000,-46.000000,-90.000000,top
"D252","SK9822","SK9822_2020",40.000000,-46.000000,-90.000000,top
"D253","SK9822","SK9822_2020",43.000000,-46.000000,-90.000000,top
"D254","SK9822","SK9822_2020",46.000000,-46.000000,-90.000000,top
"D255","SK9822","SK9822_2020",49.000000,-46.000000,-90.000000,top
"D256","SK9822","SK9822_2020",52.000000,-46.000000,-90.000000,top
"D257","SK9822","SK9822_2020",55.000000,-46.000000,-90.000000,top
"D258","SK9822","SK9822_2020",58.000000,-46.000000,-90.000000,top
"D259","SK9822","SK9822_2020",61.000000,-46.000000,-90.000000,top
"D260","SK9822","SK9822_2020",64.000000,-46.000000,-90.000000,top
"D261","SK9822","SK9822_2020",67.000000,-46.000000,-90.000000,top
"D262","SK9822","SK9822_2020",70.000000,-46.000000,-90.000000,top
"D263","SK9822","SK9822_2020",73.000000,-46.000000,-90.000000,top
"D264","SK9822","SK9822_2020",76.000000,-46.000000,-90.000000,top
"D265","SK9822","SK9822_2020",79.000000,-46.000000,-90.000000,top
"D266","SK9822","SK9822_2020",82.000000,-46.000000,-90.000000,top
"D267","SK9822","SK9822_2020",85.000000,-46.000000,-90.000000,top
"D268","SK9822","SK9822_2020",88.000000,-46.000000,-90.000000,top
"D269","SK9822","SK9822_2020",91.000000,-46.000000,-90.000000,top
"D270","SK9822","SK9822_2020",94.000000,-46.000000,-90.000000,top
"D271","SK9822","SK9822_2020",97.000000,-46.000000,-90.000000,top
"D272","SK9822","SK9822_2020",100.000000,-46.000000,-90.000000,top
"D273","SK9822","SK9822_2020",103.000000,-46.000000,-90.000000,top
"D274","SK9822","SK9822_2020",106.000000,-46.000000,-90.000000,top
"D275","SK9822","SK9822_2020",109.000000,-46.000000,-90.000000,top
"D276","SK9822","SK9822_2020",37.000000,-49.000000,-90.000000,top
"D277","SK9822","SK9822_2020",40.000000,-49.000000,-90.000000,top
"D278","SK9822","SK9822_2020",43.000000,-49.000000,-90.000000,top
"D279","SK9822","SK9822_2020",46.000000,-49.000000,-90.000000,top
"D280","SK9822","SK9822_2020",49.000000,-49.000000,-90.000000,top
"D281","SK9822","SK9822_2020",52.000000,-49.000000,-90.000000,top
"D282","SK9822","SK9822_2020",55.000000,-49.000000,-90.000000,top
"D283","SK9822","SK9822_2020",58.000000,-49.000000,-90.000000,top
"D284","SK9822","SK9822_2020",61.000000,-49.000000,-90.000000,top
"D285","SK9822","SK9822_2020",64.000000,-49.000000,-90.000000,top
"D286","SK9822","SK9822_2020",67.000000,-49.000000,-90.000000,top
"D287","SK9822","SK9822_2020",70.000000,-49.000000,-90.000000,top
"D288","SK9822","SK9822_2020",73.000000,-49.000000,-90.000000,top
"D289","SK9822","SK9822_2020",76.000000,-49.000000,-90.000000,top
"D290","SK9822","SK9822_2020",79.000000,-49.000000,-90.000000,top
"D291","SK9822","SK9822_2020",82.000000,-49.000000,-90.000000,top
"D292","SK9822","SK9822_2020",85.000000,-49.000000,-90.000000,top
"D293","SK9822","SK9822_2020",88.000000,-49.000000,-90.000000,top
"D294","SK9822","SK9822_2020",91.000000,-49.000000,-90.000000,top
"D295","SK9822","SK9822_2020",94.000000,-49.000000,-90.000000,top
"D296","SK9822","SK9822_2020",97.000000,-49.000000,-90.000000,top
"D297","SK9822","SK9822_2020",100.000000,-49.000000,-90.000000,top
"D298","SK9822","SK9822_2020",103.000000,-49.000000,-90.000000,top
"D299","SK9822","SK9822_2020",106.000000,-49.000000,-90.000000,top
"D300","SK9822","SK9822_2020",109.000000,-49.000000,-90.000000,top
"D301","SK9822","SK9822_2020",37.000000,-52.000000,-90.000000,top
"D302","SK9822","SK9822_2020",40.000000,-52.000000,-90.000000,top
"D303","SK9822","SK9822_2020",43.000000,-52.000000,-90.000000,top
"D304","SK9822","SK9822_2020",46.000000,-52.000000,-90.000000,top
"D305","SK9822","SK9822_2020",49.000000,-52.000000,-90.000000,top
"D306","SK9822","SK9822_2020",52.000000,-52.000000,-90.000000,top
"D307","SK9822","SK9822_2020",55.000000,-52.000000,-90.000000,top
"D308","SK9822","SK9822_2020",58.000000,-52.000000,-90.000000,top
"D309","SK9822","SK9822_2020",61.000000,-52.000000,-90.000000,top
"D310","SK9822","SK9822_2020",64.000000,-52.000000,-90.000000,top
"D311","SK9822","SK9822_2020",67.000000,-52.000000,-90.000000,top
"D312","SK9822","SK9822_2020",70.000000,-52.000000,-90.000000,top
"D313","SK9822","SK9822_2020",73.000000,-52.000000,-90.000000,top
"D314","SK9822","SK9822_2020",76.000000,-52.000000,-90.000000,top
"D315","SK9822","SK9822_2020",79.000000,-52.000000,-90.000000,top
"D316","SK9822","SK9822_2020",82.000000,-52.000000,-90.000000,top
"D317","SK9822","SK9822_2020",85.000000,-52.000000,-90.000000,top
"D318","SK9822","SK9822_2020",88.000000,-52.000000,-90.000000,top
"D319","SK9822","SK9822_2020",91.000000,-52.000000,-90.000000,top
"D320","SK9822","SK9822_2020",94.000000,-52.000000,-90.000000,top
"D321","SK9822","SK9822_2020",97.000000,-52.000000,-90.000000,top
"D322","SK9822","SK9822_2020",100.000000,-52.000000,-90.000000,top
"D323","SK9822","SK9822_2020",103.000000,-52.000000,-90.000000,top
"D324","SK9822","SK9822_2020",106.000000,-52.000000,-90.000000,top
"D325","SK9822","SK9822_2020",109.000000,-52.000000,-90.000000,top
"D326","SK9822","SK9822_2020",37.000000,-55.000000,-90.000000,top
"D327","SK9822","SK9822_2020",40.000000,-55.000000,-90.000000,top
"D328","SK9822","SK9822_2020",43.000000,-55.000000,-90.000000,top
"D329","SK9822","SK9822_2020",46.000000,-55.000000,-90.000000,top
"D330","SK9822","SK9822_2020",49.000000,-55.000000,-90.000000,top
"D331","SK9822","SK9822_2020",52.000000,-55.000000,-90.000000,top
"D332","SK9822","SK9822_2020",55.000000,-55.000000,-90.000000,top
"D333","SK9822","SK9822_2020",58.000000,-55.000000,-90.000000,top
"D334","SK9822","SK9822_2020",61.000000,-55.000000,-90.000000,top
"D335","SK9822","SK9822_2020",64.000000,-55.000000,-90.000000,top
"D336","SK9822","SK9822_2020",67.000000,-55.000000,-90.000000,top
"D337","SK9822","SK9822_2020",70.000000,-55.000000,-90.000000,top
"D338","SK9822","SK9822_2020",73.000000,-55.000000,-90.000000,top
"D339","SK9822","SK9822_2020",76.000000,-55.000000,-90.000000,top
"D340","SK9822","SK9822_2020",79.000000,-55.000000,-90.000000,top
"D341","SK9822","SK9822_2020",82.000000,-55.000000,-90.000000,top
"D342","SK9822","SK9822_2020",85.000000,-55.000000,-90.000000,top
"D343","SK9822","SK9822_2020",88.000000,-55.000000,-90.000000,top
"D344","SK9822","SK9822_2020",91.000000,-55.000000,-90.000000,top
"D345","SK9822","SK9822_2020",94.000000,-55.000000,-90.000000,top
"D346","SK9822","SK9822_2020",97.000000,-55.000000,-90.000000,top
"D347","SK9822","SK9822_2020",100.000000,-55.000000,-90.000000,top
"D348","SK9822","SK9822_2020",103.000000,-55.000000,-90.000000,top
"D349","SK9822","SK9822_2020",106.000000,-55.000000,-90.000000,top
"D350","SK9822","SK9822_2020",109.000000,-55.000000,-90.000000,top
"D351","SK9822","SK9822_2020",37.000000,-58.000000,-90.000000,top
"D352","SK9822","SK9822_2020",40.000000,-58.000000,-90.000000,top
"D353","SK9822","SK9822_2020",43.000000,-58.000000,-90.000000,top
"D354","SK9822","SK9822_2020",46.000000,-58.000000,-90.000000,top
"D355","SK9822","SK9822_2020",49.000000,-58.000000,-90.000000,top
"D356","SK9822","SK9822_2020",52.000000,-58.000000,-90.000000,top
"D357","SK9822","SK9822_2020",55.000000,-58.000000,-90.000000,top
"D358","SK9822","SK9822_2020",58.000000,-58.000000,-90.000000,top
"D359","SK9822","SK9822_2020",61.000000,-58.000000,-90.000000,top
"D360","SK9822","SK9822_2020",64.000000,-58.000000,-90.000000,top
"D361","SK9822","SK9822_2020",67.000000,-58.000000,-90.000000,top
"D362","SK9822","SK9822_2020",70.000000,-58.000000,-90.000000,top
"D363","SK9822","SK9822_2020",73.000000,-58.000000,-90.000000,top
"D364","SK9822","SK9822_2020",76.000000,-58.000000,-90.000000,top
"D365","SK9822","SK9822_2020",79.000000,-58.000000,-90.000000,top
"D366","SK9822","SK9822_2020",82.000000,-58.000000,-90.000000,top
"D367","SK9822","SK9822_2020",85.000000,-58.000000,-90.000000,top
"D368","SK9822","SK9822_2020",88.000000,-58.000000,-90.000000,top
"D369","SK9822","SK9822_2020",91.000000,-58.000000,-90.000000,top
"D370","SK9822","SK9822_2020",94.000000,-58.000000,-90.000000,top
"D371","SK9822","SK9822_2020",97.000000,-58.000000,-90.000000,top
"D372","SK9822","SK9822_2020",100.000000,-58.000000,-90.000000,top
"D373","SK9822","SK9822_2020",103.000000,-58.000000,-90.000000,top
"D374","SK9822","SK9822_2020",106.000000,-58.000000,-90.000000,top
"D375","SK9822","SK9822_2020",109.000000,-58.000000,-90.000000,top
"D376","BLUE","LED_0603_1608Metric",18.500000,-13.500000,90.000000,top
"D377","GREEN","LED_0603_1608Metric",17.000000,-13.500000,90.000000,top
"D378","GREEN","LED_0603_1608Metric",15.500000,-13.500000,90.000000,top
"D379","RED","LED_0603_1608Metric",14.000000,-13.500000,90.000000,top
"D380","D_Schottky_Small","D_SOD-128",20.500000,-52.000000,-90.000000,top
"D381","D_Schottky_Small","D_SOD-128",20.200000,-36.100000,-55.000000,top
"D382","GREEN","LED_0603_1608Metric",34.500000,-12.600000,180.000000,top
"D383","D_Schottky_Small","D_SOD-128",17.000000,-52.000000,-90.000000,top
"D384","D_Schottky_Small","D_SOD-323",14.300000,-38.300000,0.000000,top
"D385","GREEN","LED_0603_1608Metric",34.500000,-13.800000,0.000000,top
"J2","USB_C_Receptacle","USB_C_Receptacle_XKB_U262-16XN-4BVC11",29.500000,-59.000000,0.000000,top
"J3","Screw_Terminal_01x02","TerminalBlock_TE_282834-2_1x02_P2.54mm_Horizontal",18.770000,-59.500000,180.000000,top
"Q1","FDN335N","SOT-23",33.500000,-32.700000,0.000000,top
"R1","0R DNP","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",21.000000,-24.600000,45.000000,top
"R2","10K","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",21.700000,-25.300000,45.000000,top
"R3","330R","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",18.500000,-16.000000,-90.000000,top
"R4","330R","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",17.000000,-16.000000,-90.000000,top
"R5","330R","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",15.500000,-16.000000,-90.000000,top
"R6","330R","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",14.000000,-16.000000,-90.000000,top
"R7","100K","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",20.300000,-23.900000,-135.000000,top
"R8","10K","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",21.500000,-20.300000,135.000000,top
"R10","5K1","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",24.100000,-58.100000,-90.000000,top
"R11","5K1","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",34.900000,-58.100000,-90.000000,top
"R12","10K","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",32.100000,-27.600000,-90.000000,top
"R13","1K","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",31.900000,-30.500000,180.000000,top
"R14","10K","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",31.000000,-32.700000,90.000000,top
"R15","10K","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",33.500000,-39.800000,0.000000,top
"R16","10K","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",33.300000,-49.800000,0.000000,top
"R17","10K2","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",17.800000,-40.000000,180.000000,top
"R18","6K","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",19.900000,-42.000000,90.000000,top
"R19","3K2","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",20.100000,-40.000000,180.000000,top
"R20","330R","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",37.200000,-12.600000,0.000000,top
"R21","1K","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",18.900000,-42.000000,90.000000,top
"R22","29K4","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",16.700000,-38.300000,90.000000,top
"R23","1K","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",27.100000,-31.300000,180.000000,top
"R24","2R","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",21.000000,-45.200000,90.000000,top
"R25","5K","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",23.100000,-44.000000,-90.000000,top
"R26","3K","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",15.200000,-40.500000,-90.000000,top
"R27","1K","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",22.100000,-44.000000,90.000000,top
"R28","1K","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",16.000000,-35.500000,-90.000000,top
"R29","10K","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",14.500000,-36.000000,180.000000,top
"R30","1.21R","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",14.200000,-40.500000,90.000000,top
"R31","8K","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",22.100000,-58.100000,-90.000000,top
"R32","1K","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",29.700000,-35.900000,-90.000000,top
"R33","10K","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",16.200000,-40.500000,-90.000000,top
"R34","1K","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",14.500000,-35.000000,180.000000,top
"R35","1K","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",23.100000,-58.100000,90.000000,top
"R36","1K","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",30.800000,-35.900000,90.000000,top
"R37","330R","R_0402_1005Metric_Pad0.72x0.64mm_HandSolder",37.200000,-13.800000,0.000000,top
"U1","STM32L081KZUx","QFN-32-1EP_5x5mm_P0.5mm_EP3.45x3.45mm",25.200000,-22.700000,45.000000,top
"U2","CH340E","MSOP-10_3x3mm_P0.5mm",29.500000,-53.000000,0.000000,top
"U3","TXB0102DCU","VSSOP-8_2.4x2.1mm_P0.5mm",34.100000,-28.800000,-90.000000,top
"U6","MIC261201","MIC261201",15.600000,-44.985000,0.000000,top
"U7","TMCS1107A2BQDRQ1","SOIC-8_3.9x4.9mm_P1.27mm",26.400000,-35.600000,90.000000,top
